,Annotation Cluster 1,Enrichment Score: 17.788187525631553,,,,,,,,,,
 PSEN2,GOTERM_BP_DIRECT,GO:0006816~calcium ion transport,8,1.587301587,9.49E-05,"CAV1, PLN, CAMK2G, CACNA1I, PSEN2, CACNA1G, CACNA1H, RYR2",417,33,12321,7.162851537,0.208127392,0.012206715
 CACNA1G,GOTERM_BP_DIRECT,GO:0006816~calcium ion transport,8,1.587301587,9.49E-05,"CAV1, PLN, CAMK2G, CACNA1I, PSEN2, CACNA1G, CACNA1H, RYR2",417,33,12321,7.162851537,0.208127392,0.012206715
 CACNA1H,GOTERM_BP_DIRECT,GO:0006816~calcium ion transport,8,1.587301587,9.49E-05,"CAV1, PLN, CAMK2G, CACNA1I, PSEN2, CACNA1G, CACNA1H, RYR2",417,33,12321,7.162851537,0.208127392,0.012206715
 RYR2,GOTERM_BP_DIRECT,GO:0006816~calcium ion transport,8,1.587301587,9.49E-05,"CAV1, PLN, CAMK2G, CACNA1I, PSEN2, CACNA1G, CACNA1H, RYR2",417,33,12321,7.162851537,0.208127392,0.012206715
CACNA1I,GOTERM_BP_DIRECT,GO:0070509~calcium ion import,5,0.992063492,5.11E-04,"CACNA1I, CACNA1G, CACNA1H, CACNB2, CACNA1D",417,12,12321,12.31115108,0.715481132,0.043898572
 CACNA1G,GOTERM_BP_DIRECT,GO:0070509~calcium ion import,5,0.992063492,5.11E-04,"CACNA1I, CACNA1G, CACNA1H, CACNB2, CACNA1D",417,12,12321,12.31115108,0.715481132,0.043898572
 CACNA1H,GOTERM_BP_DIRECT,GO:0070509~calcium ion import,5,0.992063492,5.11E-04,"CACNA1I, CACNA1G, CACNA1H, CACNB2, CACNA1D",417,12,12321,12.31115108,0.715481132,0.043898572
 CACNB2,GOTERM_BP_DIRECT,GO:0070509~calcium ion import,5,0.992063492,5.11E-04,"CACNA1I, CACNA1G, CACNA1H, CACNB2, CACNA1D",417,12,12321,12.31115108,0.715481132,0.043898572
 CACNA1D,GOTERM_BP_DIRECT,GO:0070509~calcium ion import,5,0.992063492,5.11E-04,"CACNA1I, CACNA1G, CACNA1H, CACNB2, CACNA1D",417,12,12321,12.31115108,0.715481132,0.043898572
CACNA1I,GOTERM_MF_DIRECT,GO:0008332~low voltage-gated calcium channel activity,3,0.595238095,0.003518157,"CACNA1I, CACNA1G, CACNA1H",404,3,11618,28.75742574,0.864913058,0.181419609
 CACNA1G,GOTERM_MF_DIRECT,GO:0008332~low voltage-gated calcium channel activity,3,0.595238095,0.003518157,"CACNA1I, CACNA1G, CACNA1H",404,3,11618,28.75742574,0.864913058,0.181419609
 CACNA1H,GOTERM_MF_DIRECT,GO:0008332~low voltage-gated calcium channel activity,3,0.595238095,0.003518157,"CACNA1I, CACNA1G, CACNA1H",404,3,11618,28.75742574,0.864913058,0.181419609
CACNA1I,GOTERM_BP_DIRECT,GO:0045956~positive regulation of calcium ion-dependent exocytosis,3,0.595238095,0.042772051,"CACNA1I, CACNA1G, CACNA1H",417,10,12321,8.864028777,1,0.637262534
 CACNA1G,GOTERM_BP_DIRECT,GO:0045956~positive regulation of calcium ion-dependent exocytosis,3,0.595238095,0.042772051,"CACNA1I, CACNA1G, CACNA1H",417,10,12321,8.864028777,1,0.637262534
 CACNA1H,GOTERM_BP_DIRECT,GO:0045956~positive regulation of calcium ion-dependent exocytosis,3,0.595238095,0.042772051,"CACNA1I, CACNA1G, CACNA1H",417,10,12321,8.864028777,1,0.637262534
CACNA1I,GOTERM_MF_DIRECT,GO:0005261~cation channel activity,3,0.595238095,0.104629816,"CACNA1I, CACNA1G, CACNA1H",404,16,11618,5.392017327,1,0.850767499
 CACNA1G,GOTERM_MF_DIRECT,GO:0005261~cation channel activity,3,0.595238095,0.104629816,"CACNA1I, CACNA1G, CACNA1H",404,16,11618,5.392017327,1,0.850767499
 CACNA1H,GOTERM_MF_DIRECT,GO:0005261~cation channel activity,3,0.595238095,0.104629816,"CACNA1I, CACNA1G, CACNA1H",404,16,11618,5.392017327,1,0.850767499
CACNA1I,GOTERM_BP_DIRECT,GO:0034220~ion transmembrane transport,3,0.595238095,0.169094969,"CACNA1I, CACNA1G, CACNA1H",417,22,12321,4.02910399,1,0.953936473
 CACNA1G,GOTERM_BP_DIRECT,GO:0034220~ion transmembrane transport,3,0.595238095,0.169094969,"CACNA1I, CACNA1G, CACNA1H",417,22,12321,4.02910399,1,0.953936473
 CACNA1H,GOTERM_BP_DIRECT,GO:0034220~ion transmembrane transport,3,0.595238095,0.169094969,"CACNA1I, CACNA1G, CACNA1H",417,22,12321,4.02910399,1,0.953936473
,,,,,,,,,,,,
,Annotation Cluster 16,Enrichment Score: 2.013459111458717,,,,,,,,,,
Genes,Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini
BRAF,GOTERM_BP_DIRECT,GO:0048538~thymus development,8,1.587301587,1.70E-04,"BRAF, MAP2K1, PSEN1, HAND2, MAP2K2, BCL2, RAF1, CACNB4",417,36,12321,6.565947242,0.341525063,0.018002455
 MAP2K1,GOTERM_BP_DIRECT,GO:0048538~thymus development,8,1.587301587,1.70E-04,"BRAF, MAP2K1, PSEN1, HAND2, MAP2K2, BCL2, RAF1, CACNB4",417,36,12321,6.565947242,0.341525063,0.018002455
 PSEN1,GOTERM_BP_DIRECT,GO:0048538~thymus development,8,1.587301587,1.70E-04,"BRAF, MAP2K1, PSEN1, HAND2, MAP2K2, BCL2, RAF1, CACNB4",417,36,12321,6.565947242,0.341525063,0.018002455
 HAND2,GOTERM_BP_DIRECT,GO:0048538~thymus development,8,1.587301587,1.70E-04,"BRAF, MAP2K1, PSEN1, HAND2, MAP2K2, BCL2, RAF1, CACNB4",417,36,12321,6.565947242,0.341525063,0.018002455
 MAP2K2,GOTERM_BP_DIRECT,GO:0048538~thymus development,8,1.587301587,1.70E-04,"BRAF, MAP2K1, PSEN1, HAND2, MAP2K2, BCL2, RAF1, CACNB4",417,36,12321,6.565947242,0.341525063,0.018002455
 BCL2,GOTERM_BP_DIRECT,GO:0048538~thymus development,8,1.587301587,1.70E-04,"BRAF, MAP2K1, PSEN1, HAND2, MAP2K2, BCL2, RAF1, CACNB4",417,36,12321,6.565947242,0.341525063,0.018002455
 RAF1,GOTERM_BP_DIRECT,GO:0048538~thymus development,8,1.587301587,1.70E-04,"BRAF, MAP2K1, PSEN1, HAND2, MAP2K2, BCL2, RAF1, CACNB4",417,36,12321,6.565947242,0.341525063,0.018002455
 CACNB4,GOTERM_BP_DIRECT,GO:0048538~thymus development,8,1.587301587,1.70E-04,"BRAF, MAP2K1, PSEN1, HAND2, MAP2K2, BCL2, RAF1, CACNB4",417,36,12321,6.565947242,0.341525063,0.018002455
BRAF,GOTERM_BP_DIRECT,GO:0060324~face development,4,0.793650794,0.018268414,"BRAF, MAP2K1, MAP2K2, RAF1",417,17,12321,6.952179433,1,0.406144828
 MAP2K1,GOTERM_BP_DIRECT,GO:0060324~face development,4,0.793650794,0.018268414,"BRAF, MAP2K1, MAP2K2, RAF1",417,17,12321,6.952179433,1,0.406144828
 MAP2K2,GOTERM_BP_DIRECT,GO:0060324~face development,4,0.793650794,0.018268414,"BRAF, MAP2K1, MAP2K2, RAF1",417,17,12321,6.952179433,1,0.406144828
 RAF1,GOTERM_BP_DIRECT,GO:0060324~face development,4,0.793650794,0.018268414,"BRAF, MAP2K1, MAP2K2, RAF1",417,17,12321,6.952179433,1,0.406144828
BRAF,GOTERM_BP_DIRECT,GO:0030878~thyroid gland development,4,0.793650794,0.041017767,"BRAF, MAP2K1, MAP2K2, RAF1",417,23,12321,5.138567407,1,0.625009154
 MAP2K1,GOTERM_BP_DIRECT,GO:0030878~thyroid gland development,4,0.793650794,0.041017767,"BRAF, MAP2K1, MAP2K2, RAF1",417,23,12321,5.138567407,1,0.625009154
 MAP2K2,GOTERM_BP_DIRECT,GO:0030878~thyroid gland development,4,0.793650794,0.041017767,"BRAF, MAP2K1, MAP2K2, RAF1",417,23,12321,5.138567407,1,0.625009154
 RAF1,GOTERM_BP_DIRECT,GO:0030878~thyroid gland development,4,0.793650794,0.041017767,"BRAF, MAP2K1, MAP2K2, RAF1",417,23,12321,5.138567407,1,0.625009154
BRAF,GOTERM_BP_DIRECT,GO:0050772~positive regulation of axonogenesis,3,0.595238095,0.069388538,"BRAF, MAP2K1, MAP2K2",417,13,12321,6.818483675,1,0.782257167
 MAP2K1,GOTERM_BP_DIRECT,GO:0050772~positive regulation of axonogenesis,3,0.595238095,0.069388538,"BRAF, MAP2K1, MAP2K2",417,13,12321,6.818483675,1,0.782257167
 MAP2K2,GOTERM_BP_DIRECT,GO:0050772~positive regulation of axonogenesis,3,0.595238095,0.069388538,"BRAF, MAP2K1, MAP2K2",417,13,12321,6.818483675,1,0.782257167
,,,,,,,,,,,,
,Annotation Cluster 17,Enrichment Score: 1.933302040692176,,,,,,,,,,
Genes,Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini
SGPL1,KEGG_PATHWAY,cfa00600:Sphingolipid metabolism,9,1.785714286,0.002299956,"SGPL1, SPTLC1, GLA, SPTLC2, SPTLC3, SMPD1, NEU1, GLB1, GBA",339,48,6781,3.750553097,0.445377062,0.008759422
 SPTLC1,KEGG_PATHWAY,cfa00600:Sphingolipid metabolism,9,1.785714286,0.002299956,"SGPL1, SPTLC1, GLA, SPTLC2, SPTLC3, SMPD1, NEU1, GLB1, GBA",339,48,6781,3.750553097,0.445377062,0.008759422
 GLA,KEGG_PATHWAY,cfa00600:Sphingolipid metabolism,9,1.785714286,0.002299956,"SGPL1, SPTLC1, GLA, SPTLC2, SPTLC3, SMPD1, NEU1, GLB1, GBA",339,48,6781,3.750553097,0.445377062,0.008759422
 SPTLC2,KEGG_PATHWAY,cfa00600:Sphingolipid metabolism,9,1.785714286,0.002299956,"SGPL1, SPTLC1, GLA, SPTLC2, SPTLC3, SMPD1, NEU1, GLB1, GBA",339,48,6781,3.750553097,0.445377062,0.008759422
 SPTLC3,KEGG_PATHWAY,cfa00600:Sphingolipid metabolism,9,1.785714286,0.002299956,"SGPL1, SPTLC1, GLA, SPTLC2, SPTLC3, SMPD1, NEU1, GLB1, GBA",339,48,6781,3.750553097,0.445377062,0.008759422
 SMPD1,KEGG_PATHWAY,cfa00600:Sphingolipid metabolism,9,1.785714286,0.002299956,"SGPL1, SPTLC1, GLA, SPTLC2, SPTLC3, SMPD1, NEU1, GLB1, GBA",339,48,6781,3.750553097,0.445377062,0.008759422
 NEU1,KEGG_PATHWAY,cfa00600:Sphingolipid metabolism,9,1.785714286,0.002299956,"SGPL1, SPTLC1, GLA, SPTLC2, SPTLC3, SMPD1, NEU1, GLB1, GBA",339,48,6781,3.750553097,0.445377062,0.008759422
 GLB1,KEGG_PATHWAY,cfa00600:Sphingolipid metabolism,9,1.785714286,0.002299956,"SGPL1, SPTLC1, GLA, SPTLC2, SPTLC3, SMPD1, NEU1, GLB1, GBA",339,48,6781,3.750553097,0.445377062,0.008759422
 GBA,KEGG_PATHWAY,cfa00600:Sphingolipid metabolism,9,1.785714286,0.002299956,"SGPL1, SPTLC1, GLA, SPTLC2, SPTLC3, SMPD1, NEU1, GLB1, GBA",339,48,6781,3.750553097,0.445377062,0.008759422
SPTLC1,GOTERM_BP_DIRECT,GO:0046513~ceramide biosynthetic process,4,0.793650794,0.024771647,"SPTLC1, SPTLC2, SMPD1, GBA",417,19,12321,6.220371072,1,0.474027664
 SPTLC2,GOTERM_BP_DIRECT,GO:0046513~ceramide biosynthetic process,4,0.793650794,0.024771647,"SPTLC1, SPTLC2, SMPD1, GBA",417,19,12321,6.220371072,1,0.474027664
 SMPD1,GOTERM_BP_DIRECT,GO:0046513~ceramide biosynthetic process,4,0.793650794,0.024771647,"SPTLC1, SPTLC2, SMPD1, GBA",417,19,12321,6.220371072,1,0.474027664
 GBA,GOTERM_BP_DIRECT,GO:0046513~ceramide biosynthetic process,4,0.793650794,0.024771647,"SPTLC1, SPTLC2, SMPD1, GBA",417,19,12321,6.220371072,1,0.474027664
SPTLC1,GOTERM_BP_DIRECT,GO:0046512~sphingosine biosynthetic process,3,0.595238095,0.027823998,"SPTLC1, SPTLC2, GBA",417,8,12321,11.08003597,1,0.507397121
 SPTLC2,GOTERM_BP_DIRECT,GO:0046512~sphingosine biosynthetic process,3,0.595238095,0.027823998,"SPTLC1, SPTLC2, GBA",417,8,12321,11.08003597,1,0.507397121
 GBA,GOTERM_BP_DIRECT,GO:0046512~sphingosine biosynthetic process,3,0.595238095,0.027823998,"SPTLC1, SPTLC2, GBA",417,8,12321,11.08003597,1,0.507397121
,,,,,,,,,,,,
,Annotation Cluster 18,Enrichment Score: 1.7419078453534644,,,,,,,,,,
Genes,Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini
GOT2,GOTERM_BP_DIRECT,GO:0006520~cellular amino acid metabolic process,5,0.992063492,5.11E-04,"GOT2, DDC, SRR, KYAT3, TAT",417,12,12321,12.31115108,0.715481132,0.043898572
 DDC,GOTERM_BP_DIRECT,GO:0006520~cellular amino acid metabolic process,5,0.992063492,5.11E-04,"GOT2, DDC, SRR, KYAT3, TAT",417,12,12321,12.31115108,0.715481132,0.043898572
 SRR,GOTERM_BP_DIRECT,GO:0006520~cellular amino acid metabolic process,5,0.992063492,5.11E-04,"GOT2, DDC, SRR, KYAT3, TAT",417,12,12321,12.31115108,0.715481132,0.043898572
 KYAT3,GOTERM_BP_DIRECT,GO:0006520~cellular amino acid metabolic process,5,0.992063492,5.11E-04,"GOT2, DDC, SRR, KYAT3, TAT",417,12,12321,12.31115108,0.715481132,0.043898572
 TAT,GOTERM_BP_DIRECT,GO:0006520~cellular amino acid metabolic process,5,0.992063492,5.11E-04,"GOT2, DDC, SRR, KYAT3, TAT",417,12,12321,12.31115108,0.715481132,0.043898572
GOT2,KEGG_PATHWAY,cfa00270:Cysteine and methionine metabolism,7,1.388888889,0.011876006,"GOT2, CTH, AHCY, GOT1, SDSL, TAT, CBS",339,39,6781,3.59027305,0.953039798,0.036178197
 CTH,KEGG_PATHWAY,cfa00270:Cysteine and methionine metabolism,7,1.388888889,0.011876006,"GOT2, CTH, AHCY, GOT1, SDSL, TAT, CBS",339,39,6781,3.59027305,0.953039798,0.036178197
 AHCY,KEGG_PATHWAY,cfa00270:Cysteine and methionine metabolism,7,1.388888889,0.011876006,"GOT2, CTH, AHCY, GOT1, SDSL, TAT, CBS",339,39,6781,3.59027305,0.953039798,0.036178197
 GOT1,KEGG_PATHWAY,cfa00270:Cysteine and methionine metabolism,7,1.388888889,0.011876006,"GOT2, CTH, AHCY, GOT1, SDSL, TAT, CBS",339,39,6781,3.59027305,0.953039798,0.036178197
 SDSL,KEGG_PATHWAY,cfa00270:Cysteine and methionine metabolism,7,1.388888889,0.011876006,"GOT2, CTH, AHCY, GOT1, SDSL, TAT, CBS",339,39,6781,3.59027305,0.953039798,0.036178197
 TAT,KEGG_PATHWAY,cfa00270:Cysteine and methionine metabolism,7,1.388888889,0.011876006,"GOT2, CTH, AHCY, GOT1, SDSL, TAT, CBS",339,39,6781,3.59027305,0.953039798,0.036178197
 CBS,KEGG_PATHWAY,cfa00270:Cysteine and methionine metabolism,7,1.388888889,0.011876006,"GOT2, CTH, AHCY, GOT1, SDSL, TAT, CBS",339,39,6781,3.59027305,0.953039798,0.036178197
GOT2,KEGG_PATHWAY,"cfa00400:Phenylalanine, tyrosine and tryptophan biosynthesis",3,0.595238095,0.032517345,"GOT2, GOT1, TAT",339,6,6781,10.00147493,0.999788818,0.083547718
 GOT1,KEGG_PATHWAY,"cfa00400:Phenylalanine, tyrosine and tryptophan biosynthesis",3,0.595238095,0.032517345,"GOT2, GOT1, TAT",339,6,6781,10.00147493,0.999788818,0.083547718
 TAT,KEGG_PATHWAY,"cfa00400:Phenylalanine, tyrosine and tryptophan biosynthesis",3,0.595238095,0.032517345,"GOT2, GOT1, TAT",339,6,6781,10.00147493,0.999788818,0.083547718
GOT2,KEGG_PATHWAY,cfa00360:Phenylalanine metabolism,4,0.793650794,0.049648575,"GOT2, DDC, GOT1, TAT",339,17,6781,4.706576436,0.99999782,0.116758133
 DDC,KEGG_PATHWAY,cfa00360:Phenylalanine metabolism,4,0.793650794,0.049648575,"GOT2, DDC, GOT1, TAT",339,17,6781,4.706576436,0.99999782,0.116758133
 GOT1,KEGG_PATHWAY,cfa00360:Phenylalanine metabolism,4,0.793650794,0.049648575,"GOT2, DDC, GOT1, TAT",339,17,6781,4.706576436,0.99999782,0.116758133
 TAT,KEGG_PATHWAY,cfa00360:Phenylalanine metabolism,4,0.793650794,0.049648575,"GOT2, DDC, GOT1, TAT",339,17,6781,4.706576436,0.99999782,0.116758133
GOT2,KEGG_PATHWAY,cfa00350:Tyrosine metabolism,4,0.793650794,0.199213174,"GOT2, DDC, GOT1, TAT",339,31,6781,2.581025787,1,0.354341981
 DDC,KEGG_PATHWAY,cfa00350:Tyrosine metabolism,4,0.793650794,0.199213174,"GOT2, DDC, GOT1, TAT",339,31,6781,2.581025787,1,0.354341981
 GOT1,KEGG_PATHWAY,cfa00350:Tyrosine metabolism,4,0.793650794,0.199213174,"GOT2, DDC, GOT1, TAT",339,31,6781,2.581025787,1,0.354341981
 TAT,KEGG_PATHWAY,cfa00350:Tyrosine metabolism,4,0.793650794,0.199213174,"GOT2, DDC, GOT1, TAT",339,31,6781,2.581025787,1,0.354341981
,,,,,,,,,,,,
,Annotation Cluster 19,Enrichment Score: 1.5336989896968074,,,,,,,,,,
Genes,Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini
PPARA,GOTERM_MF_DIRECT,GO:0008144~drug binding,6,1.19047619,0.002923485,"PPARA, ACE, NR1I2, PYGL, PPARG, AOC1",404,29,11618,5.949812223,0.810425174,0.168708371
 ACE,GOTERM_MF_DIRECT,GO:0008144~drug binding,6,1.19047619,0.002923485,"PPARA, ACE, NR1I2, PYGL, PPARG, AOC1",404,29,11618,5.949812223,0.810425174,0.168708371
 NR1I2,GOTERM_MF_DIRECT,GO:0008144~drug binding,6,1.19047619,0.002923485,"PPARA, ACE, NR1I2, PYGL, PPARG, AOC1",404,29,11618,5.949812223,0.810425174,0.168708371
 PYGL,GOTERM_MF_DIRECT,GO:0008144~drug binding,6,1.19047619,0.002923485,"PPARA, ACE, NR1I2, PYGL, PPARG, AOC1",404,29,11618,5.949812223,0.810425174,0.168708371
 PPARG,GOTERM_MF_DIRECT,GO:0008144~drug binding,6,1.19047619,0.002923485,"PPARA, ACE, NR1I2, PYGL, PPARG, AOC1",404,29,11618,5.949812223,0.810425174,0.168708371
 AOC1,GOTERM_MF_DIRECT,GO:0008144~drug binding,6,1.19047619,0.002923485,"PPARA, ACE, NR1I2, PYGL, PPARG, AOC1",404,29,11618,5.949812223,0.810425174,0.168708371
PPARA,GOTERM_MF_DIRECT,"GO:0004879~RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding",4,0.793650794,0.043871065,"PPARA, AR, NR1I2, PPARG",404,23,11618,5.001291433,1,0.70282199
 AR,GOTERM_MF_DIRECT,"GO:0004879~RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding",4,0.793650794,0.043871065,"PPARA, AR, NR1I2, PPARG",404,23,11618,5.001291433,1,0.70282199
 NR1I2,GOTERM_MF_DIRECT,"GO:0004879~RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding",4,0.793650794,0.043871065,"PPARA, AR, NR1I2, PPARG",404,23,11618,5.001291433,1,0.70282199
 PPARG,GOTERM_MF_DIRECT,"GO:0004879~RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding",4,0.793650794,0.043871065,"PPARA, AR, NR1I2, PPARG",404,23,11618,5.001291433,1,0.70282199
PGR,GOTERM_MF_DIRECT,GO:0003707~steroid hormone receptor activity,4,0.793650794,0.195354758,"PGR, PPARA, NR1I2, PPARG",404,44,11618,2.614311431,1,0.93170009
 PPARA,GOTERM_MF_DIRECT,GO:0003707~steroid hormone receptor activity,4,0.793650794,0.195354758,"PGR, PPARA, NR1I2, PPARG",404,44,11618,2.614311431,1,0.93170009
 NR1I2,GOTERM_MF_DIRECT,GO:0003707~steroid hormone receptor activity,4,0.793650794,0.195354758,"PGR, PPARA, NR1I2, PPARG",404,44,11618,2.614311431,1,0.93170009
 PPARG,GOTERM_MF_DIRECT,GO:0003707~steroid hormone receptor activity,4,0.793650794,0.195354758,"PGR, PPARA, NR1I2, PPARG",404,44,11618,2.614311431,1,0.93170009
,,,,,,,,,,,,
,Annotation Cluster 20,Enrichment Score: 1.248280648770079,,,,,,,,,,
Genes,Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini
KCNMA1,KEGG_PATHWAY,cfa04972:Pancreatic secretion,11,2.182539683,0.011732903,"KCNMA1, SLC12A2, ATP2A2, ADCY5, RHOA, RYR2, GNAS, CFTR, CA2, CTRL, SLC9A1",339,88,6781,2.500368732,0.951266219,0.036175574
 SLC12A2,KEGG_PATHWAY,cfa04972:Pancreatic secretion,11,2.182539683,0.011732903,"KCNMA1, SLC12A2, ATP2A2, ADCY5, RHOA, RYR2, GNAS, CFTR, CA2, CTRL, SLC9A1",339,88,6781,2.500368732,0.951266219,0.036175574
 ATP2A2,KEGG_PATHWAY,cfa04972:Pancreatic secretion,11,2.182539683,0.011732903,"KCNMA1, SLC12A2, ATP2A2, ADCY5, RHOA, RYR2, GNAS, CFTR, CA2, CTRL, SLC9A1",339,88,6781,2.500368732,0.951266219,0.036175574
 ADCY5,KEGG_PATHWAY,cfa04972:Pancreatic secretion,11,2.182539683,0.011732903,"KCNMA1, SLC12A2, ATP2A2, ADCY5, RHOA, RYR2, GNAS, CFTR, CA2, CTRL, SLC9A1",339,88,6781,2.500368732,0.951266219,0.036175574
 RHOA,KEGG_PATHWAY,cfa04972:Pancreatic secretion,11,2.182539683,0.011732903,"KCNMA1, SLC12A2, ATP2A2, ADCY5, RHOA, RYR2, GNAS, CFTR, CA2, CTRL, SLC9A1",339,88,6781,2.500368732,0.951266219,0.036175574
 RYR2,KEGG_PATHWAY,cfa04972:Pancreatic secretion,11,2.182539683,0.011732903,"KCNMA1, SLC12A2, ATP2A2, ADCY5, RHOA, RYR2, GNAS, CFTR, CA2, CTRL, SLC9A1",339,88,6781,2.500368732,0.951266219,0.036175574
 GNAS,KEGG_PATHWAY,cfa04972:Pancreatic secretion,11,2.182539683,0.011732903,"KCNMA1, SLC12A2, ATP2A2, ADCY5, RHOA, RYR2, GNAS, CFTR, CA2, CTRL, SLC9A1",339,88,6781,2.500368732,0.951266219,0.036175574
 CFTR,KEGG_PATHWAY,cfa04972:Pancreatic secretion,11,2.182539683,0.011732903,"KCNMA1, SLC12A2, ATP2A2, ADCY5, RHOA, RYR2, GNAS, CFTR, CA2, CTRL, SLC9A1",339,88,6781,2.500368732,0.951266219,0.036175574
 CA2,KEGG_PATHWAY,cfa04972:Pancreatic secretion,11,2.182539683,0.011732903,"KCNMA1, SLC12A2, ATP2A2, ADCY5, RHOA, RYR2, GNAS, CFTR, CA2, CTRL, SLC9A1",339,88,6781,2.500368732,0.951266219,0.036175574
 CTRL,KEGG_PATHWAY,cfa04972:Pancreatic secretion,11,2.182539683,0.011732903,"KCNMA1, SLC12A2, ATP2A2, ADCY5, RHOA, RYR2, GNAS, CFTR, CA2, CTRL, SLC9A1",339,88,6781,2.500368732,0.951266219,0.036175574
 SLC9A1,KEGG_PATHWAY,cfa04972:Pancreatic secretion,11,2.182539683,0.011732903,"KCNMA1, SLC12A2, ATP2A2, ADCY5, RHOA, RYR2, GNAS, CFTR, CA2, CTRL, SLC9A1",339,88,6781,2.500368732,0.951266219,0.036175574
ADCY5,KEGG_PATHWAY,cfa04971:Gastric acid secretion,8,1.587301587,0.066260948,"ADCY5, CAMK2G, MYLK2, GNAS, CFTR, CA2, SLC9A1, CALM1",339,72,6781,2.222549984,0.999999976,0.147475889
 CAMK2G,KEGG_PATHWAY,cfa04971:Gastric acid secretion,8,1.587301587,0.066260948,"ADCY5, CAMK2G, MYLK2, GNAS, CFTR, CA2, SLC9A1, CALM1",339,72,6781,2.222549984,0.999999976,0.147475889
 MYLK2,KEGG_PATHWAY,cfa04971:Gastric acid secretion,8,1.587301587,0.066260948,"ADCY5, CAMK2G, MYLK2, GNAS, CFTR, CA2, SLC9A1, CALM1",339,72,6781,2.222549984,0.999999976,0.147475889
 GNAS,KEGG_PATHWAY,cfa04971:Gastric acid secretion,8,1.587301587,0.066260948,"ADCY5, CAMK2G, MYLK2, GNAS, CFTR, CA2, SLC9A1, CALM1",339,72,6781,2.222549984,0.999999976,0.147475889
 CFTR,KEGG_PATHWAY,cfa04971:Gastric acid secretion,8,1.587301587,0.066260948,"ADCY5, CAMK2G, MYLK2, GNAS, CFTR, CA2, SLC9A1, CALM1",339,72,6781,2.222549984,0.999999976,0.147475889
 CA2,KEGG_PATHWAY,cfa04971:Gastric acid secretion,8,1.587301587,0.066260948,"ADCY5, CAMK2G, MYLK2, GNAS, CFTR, CA2, SLC9A1, CALM1",339,72,6781,2.222549984,0.999999976,0.147475889
 SLC9A1,KEGG_PATHWAY,cfa04971:Gastric acid secretion,8,1.587301587,0.066260948,"ADCY5, CAMK2G, MYLK2, GNAS, CFTR, CA2, SLC9A1, CALM1",339,72,6781,2.222549984,0.999999976,0.147475889
 CALM1,KEGG_PATHWAY,cfa04971:Gastric acid secretion,8,1.587301587,0.066260948,"ADCY5, CAMK2G, MYLK2, GNAS, CFTR, CA2, SLC9A1, CALM1",339,72,6781,2.222549984,0.999999976,0.147475889
HMGCR,KEGG_PATHWAY,cfa04976:Bile secretion,6,1.19047619,0.231470114,"HMGCR, ADCY5, GNAS, CFTR, CA2, SLC9A1",339,66,6781,1.818449987,1,0.395270916
 ADCY5,KEGG_PATHWAY,cfa04976:Bile secretion,6,1.19047619,0.231470114,"HMGCR, ADCY5, GNAS, CFTR, CA2, SLC9A1",339,66,6781,1.818449987,1,0.395270916
 GNAS,KEGG_PATHWAY,cfa04976:Bile secretion,6,1.19047619,0.231470114,"HMGCR, ADCY5, GNAS, CFTR, CA2, SLC9A1",339,66,6781,1.818449987,1,0.395270916
 CFTR,KEGG_PATHWAY,cfa04976:Bile secretion,6,1.19047619,0.231470114,"HMGCR, ADCY5, GNAS, CFTR, CA2, SLC9A1",339,66,6781,1.818449987,1,0.395270916
 CA2,KEGG_PATHWAY,cfa04976:Bile secretion,6,1.19047619,0.231470114,"HMGCR, ADCY5, GNAS, CFTR, CA2, SLC9A1",339,66,6781,1.818449987,1,0.395270916
 SLC9A1,KEGG_PATHWAY,cfa04976:Bile secretion,6,1.19047619,0.231470114,"HMGCR, ADCY5, GNAS, CFTR, CA2, SLC9A1",339,66,6781,1.818449987,1,0.395270916
,,,,,,,,,,,,
,Annotation Cluster 21,Enrichment Score: 1.155923836512658,,,,,,,,,,
Genes,Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini
GDF2,GOTERM_BP_DIRECT,GO:0010862~positive regulation of pathway-restricted SMAD protein phosphorylation,7,1.388888889,0.001576895,"GDF2, ACVRL1, SMAD4, HFE, MSTN, GDF15, ENG",417,38,12321,5.442824688,0.979362505,0.08825627
 ACVRL1,GOTERM_BP_DIRECT,GO:0010862~positive regulation of pathway-restricted SMAD protein phosphorylation,7,1.388888889,0.001576895,"GDF2, ACVRL1, SMAD4, HFE, MSTN, GDF15, ENG",417,38,12321,5.442824688,0.979362505,0.08825627
