A1BG,1,11167,yes,A1bg,MGI:2152878,,1
TSPAN5,10098,4182,yes,Tspan5,MGI:1928096,,65221
TSPAN6,7105,20700,yes,Tspan6,MGI:1926264,,65222
TSPAN7,7102,20967,yes,Tspan7,MGI:1298407,MP:0005386,65223
TSPAN7,7102,20967,yes,Tspan7,MGI:1298407,MP:0003631,65224
TSPAN8,7103,20968,yes,Tspan8,MGI:2384918,,65225
TSPAN9,10867,4860,yes,Tspan9,MGI:1924558,,65226
TSPEAR,54084,36972,yes,Tspear,MGI:2671932,,65227
TSPO,706,574,yes,Tspo,MGI:88222,MP:0005384,65228
TSPO,706,574,yes,Tspo,MGI:88222,MP:0005387,65229
TSPO,706,574,yes,Tspo,MGI:88222,MP:0002873,65230
TSPO,706,574,yes,Tspo,MGI:88222,MP:0005397,65231
TSPO2,222642,12344,yes,Tspo2,MGI:1917276,,65232
TSPOAP1,9256,37961,yes,Tspoap1,MGI:2450877,MP:0003631,65233
TSPOAP1,9256,37961,yes,Tspoap1,MGI:2450877,MP:0002873,65234
TSPYL1,7259,22522,yes,Tspyl1,MGI:1298395,,65235
TSPYL2,64061,11140,yes,Tspyl2,MGI:106244,MP:0005384,65236
TSPYL2,64061,11140,yes,Tspyl2,MGI:106244,MP:0005386,65237
TSPYL2,64061,11140,yes,Tspyl2,MGI:106244,MP:0005377,65238
TSPYL4,23270,15872,yes,Tspyl4,MGI:106393,,65239
TSPYL5,85453,14134,yes,Tspyl5,MGI:2442458,,65240
TSR1,55720,5576,yes,Tsr1,MGI:2144566,,65241
TSR2,90121,43235,yes,Tsr2,MGI:1916749,,65242
TSR3,115939,6922,yes,Tsr3,MGI:1915577,,65243
TSSC4,10078,4169,yes,Tssc4,MGI:1861712,,65244
TSSK1B,83942,56448,yes,Tssk1,MGI:1347557,,65245
TSSK2,23617,31512,yes,Tssk2,MGI:1347559,,65246
TSSK3,81629,62163,yes,Tssk3,MGI:1929914,,65247
TSSK4,283629,57078,yes,Tssk4,MGI:1918349,,65248
TSSK6,83983,49068,yes,Tssk6,MGI:2148775,MP:0005389,65249
TST,7263,37759,yes,Tst,MGI:98852,MP:0005386,65250
TST,7263,37759,yes,Tst,MGI:98852,MP:0005389,65251
TST,7263,37759,yes,Tst,MGI:98852,MP:0005379,65252
TSTA3,7264,2484,yes,Tsta3,MGI:98857,MP:0005379,65253
TSTA3,7264,2484,yes,Tsta3,MGI:98857,MP:0005378,65254
TSTA3,7264,2484,yes,Tsta3,MGI:98857,MP:0005376,65255
TSTA3,7264,2484,yes,Tsta3,MGI:98857,MP:0005387,65256
TSTA3,7264,2484,yes,Tsta3,MGI:98857,MP:0005386,65257
TSTA3,7264,2484,yes,Tsta3,MGI:98857,MP:0005397,65258
TSTA3,7264,2484,yes,Tsta3,MGI:98857,MP:0010768,65259
TSTA3,7264,2484,yes,Tsta3,MGI:98857,MP:0005389,65260
TSTA3,7264,2484,yes,Tsta3,MGI:98857,MP:0005381,65261
TSTD1,100131187,7014,yes,Tstd1,MGI:3648482,,65262
TSTD2,158427,16403,yes,Tstd2,MGI:3039624,,65263
TSTD3,100130890,123813,yes,Tstd3,MGI:1924282,,65264
TTBK1,84630,50342,yes,Ttbk1,MGI:2147036,,65265
TTBK2,146057,62795,yes,Ttbk2,MGI:2155779,MP:0005384,65266
TTBK2,146057,62795,yes,Ttbk2,MGI:2155779,MP:0005378,65267
TTBK2,146057,62795,yes,Ttbk2,MGI:2155779,MP:0003631,65268
TTBK2,146057,62795,yes,Ttbk2,MGI:2155779,MP:0005371,65269
TTBK2,146057,62795,yes,Ttbk2,MGI:2155779,MP:0005380,65270
TTBK2,146057,62795,yes,Ttbk2,MGI:2155779,MP:0010768,65271
TTBK2,146057,62795,yes,Ttbk2,MGI:2155779,MP:0005385,65272
TTC1,7265,2485,yes,Ttc1,MGI:1914077,,65273
TTC12,54970,32375,yes,Ttc12,MGI:2444588,,65274
TTC13,79573,11569,yes,Ttc13,MGI:2384573,,65275
TTC14,151613,12085,yes,Ttc14,MGI:1914370,,65276
TTC16,158248,17011,yes,Ttc16,MGI:2443048,,65277
TTC17,55761,10100,yes,Ttc17,MGI:1921819,,65278
TTC19,54902,9831,yes,Ttc19,MGI:1920045,,65279
TTC21A,199223,14728,yes,Ttc21a,MGI:1921302,,65280
TTC21B,79809,57006,yes,Ttc21b,MGI:1920918,MP:0005371,65281
TTC21B,79809,57006,yes,Ttc21b,MGI:1920918,MP:0003631,65282
TTC21B,79809,57006,yes,Ttc21b,MGI:1920918,MP:0005367,65283
TTC21B,79809,57006,yes,Ttc21b,MGI:1920918,MP:0005390,65284
TTC21B,79809,57006,yes,Ttc21b,MGI:1920918,MP:0005380,65285
TTC21B,79809,57006,yes,Ttc21b,MGI:1920918,MP:0005382,65286
TTC21B,79809,57006,yes,Ttc21b,MGI:1920918,MP:0005384,65287
TTC21B,79809,57006,yes,Ttc21b,MGI:1920918,MP:0005376,65288
TTC22,55001,89253,yes,Ttc22,MGI:3045307,,65289
TTC23,64927,11289,yes,Ttc23,MGI:1914259,,65290
TTC23L,153657,44907,yes,Ttc23l,MGI:1923027,,65291
TTC24,164118,82282,yes,Ttc24,MGI:2443841,,65292
TTC25,83538,12860,yes,Ttc25,MGI:1921657,MP:0005384,65293
TTC25,83538,12860,yes,Ttc25,MGI:1921657,MP:0005378,65294
TTC25,83538,12860,yes,Ttc25,MGI:1921657,MP:0003631,65295
TTC25,83538,12860,yes,Ttc25,MGI:1921657,MP:0005380,65296
TTC25,83538,12860,yes,Ttc25,MGI:1921657,MP:0005388,65297
TTC25,83538,12860,yes,Ttc25,MGI:1921657,MP:0010768,65298
TTC25,83538,12860,yes,Ttc25,MGI:1921657,MP:0005385,65299
TTC26,79989,11786,yes,Ttc26,MGI:2444853,MP:0005384,65300
TTC26,79989,11786,yes,Ttc26,MGI:2444853,MP:0005382,65301
TTC26,79989,11786,yes,Ttc26,MGI:2444853,MP:0005379,65302
TTC26,79989,11786,yes,Ttc26,MGI:2444853,MP:0005378,65303
TTC26,79989,11786,yes,Ttc26,MGI:2444853,MP:0005380,65304
TTC26,79989,11786,yes,Ttc26,MGI:2444853,MP:0005390,65305
TTC26,79989,11786,yes,Ttc26,MGI:2444853,MP:0005391,65306
TTC26,79989,11786,yes,Ttc26,MGI:2444853,MP:0005371,65307
TTC26,79989,11786,yes,Ttc26,MGI:2444853,MP:0005377,65308
TTC26,79989,11786,yes,Ttc26,MGI:2444853,MP:0003631,65309
TTC26,79989,11786,yes,Ttc26,MGI:2444853,MP:0005389,65310
TTC26,79989,11786,yes,Ttc26,MGI:2444853,MP:0010768,65311
TTC26,79989,11786,yes,Ttc26,MGI:2444853,MP:0005386,65312
TTC27,55622,41191,yes,Ttc27,MGI:1921446,,65313
TTC28,23331,41023,yes,Ttc28,MGI:2140873,MP:0005382,65314
TTC28,23331,41023,yes,Ttc28,MGI:2140873,MP:0005376,65315
TTC28,23331,41023,yes,Ttc28,MGI:2140873,MP:0005375,65316
TTC28,23331,41023,yes,Ttc28,MGI:2140873,MP:0005397,65317
TTC28,23331,41023,yes,Ttc28,MGI:2140873,MP:0005378,65318
TTC28,23331,41023,yes,Ttc28,MGI:2140873,MP:0005371,65319
TTC28,23331,41023,yes,Ttc28,MGI:2140873,MP:0005390,65320
TTC29,83894,12918,yes,Ttc29,MGI:1920551,,65321
TTC3,7267,2487,yes,Ttc3,MGI:1276539,,65322
TTC30A,92104,136638,yes,Ttc30a1,MGI:1926052,,65323
TTC30A,92104,44342,yes,Ttc30a2,MGI:3700200,,65324
TTC30B,150737,71716,yes,Ttc30b,MGI:1919671,,65325
TTC32,130502,18991,yes,Ttc32,MGI:1922766,,65326
TTC33,23548,8226,yes,Ttc33,MGI:1914765,,65327
TTC34,100287898,130480,yes,Ttc34,MGI:2445205,,65328
TTC36,143941,14626,yes,Ttc36,MGI:2384760,,65329
TTC37,9652,40966,yes,Ttc37,MGI:2679923,,65330
TTC38,55020,41208,yes,Ttc38,MGI:2146198,,65331
TTC39A,22996,17739,yes,Ttc39a,MGI:2444350,,65332
TTC39B,158219,25228,yes,Ttc39b,MGI:1917113,MP:0005378,65333
TTC39B,158219,25228,yes,Ttc39b,MGI:1917113,MP:0005376,65334
TTC39B,158219,25228,yes,Ttc39b,MGI:1917113,MP:0005397,65335
TTC39C,125488,124438,yes,Ttc39c,MGI:1919997,,65336
TTC39DP,646640,65053,yes,Ttc39d,MGI:1914987,,65337
TTC4,7268,31249,yes,Ttc4,MGI:1919604,,65338
TTC41P,253724,52968,yes,Ttc41,MGI:2387653,,65339
TTC5,91875,14397,yes,Ttc5,MGI:2683584,,65340
TTC6,319089,78002,yes,Ttc6,MGI:2684915,,65341
TTC7A,57217,12515,yes,Ttc7,MGI:1920999,MP:0005387,65342
TTC7A,57217,12515,yes,Ttc7,MGI:1920999,MP:0005367,65343
TTC7A,57217,12515,yes,Ttc7,MGI:1920999,MP:0005371,65344
TTC7A,57217,12515,yes,Ttc7,MGI:1920999,MP:0005381,65345
TTC7A,57217,12515,yes,Ttc7,MGI:1920999,MP:0010768,65346
TTC7A,57217,12515,yes,Ttc7,MGI:1920999,MP:0005397,65347
TTC7A,57217,12515,yes,Ttc7,MGI:1920999,MP:0005385,65348
TTC7A,57217,12515,yes,Ttc7,MGI:1920999,MP:0002006,65349
TTC7A,57217,12515,yes,Ttc7,MGI:1920999,MP:0001186,65350
TTC7A,57217,12515,yes,Ttc7,MGI:1920999,MP:0005370,65351
TTC7A,57217,12515,yes,Ttc7,MGI:1920999,MP:0005376,65352
TTC7A,57217,12515,yes,Ttc7,MGI:1920999,MP:0010771,65353
TTC7A,57217,12515,yes,Ttc7,MGI:1920999,MP:0005378,65354
TTC7A,57217,12515,yes,Ttc7,MGI:1920999,MP:0005379,65355
TTC7B,145567,14675,yes,Ttc7b,MGI:2144724,,65356
TTC8,123016,14988,yes,Ttc8,MGI:1923510,MP:0003631,65357
TTC8,123016,14988,yes,Ttc8,MGI:1923510,MP:0005391,65358
TTC8,123016,14988,yes,Ttc8,MGI:1923510,MP:0005367,65359
TTC8,123016,14988,yes,Ttc8,MGI:1923510,MP:0005388,65360
TTC8,123016,14988,yes,Ttc8,MGI:1923510,MP:0010768,65361
TTC8,123016,14988,yes,Ttc8,MGI:1923510,MP:0005394,65362
TTC8,123016,14988,yes,Ttc8,MGI:1923510,MP:0005382,65363
TTC8,123016,14988,yes,Ttc8,MGI:1923510,MP:0005384,65364
TTC8,123016,14988,yes,Ttc8,MGI:1923510,MP:0005378,65365
TTC9,23508,52649,yes,Ttc9,MGI:1916730,MP:0005379,65366
TTC9,23508,52649,yes,Ttc9,MGI:1916730,MP:0005397,65367
TTC9,23508,52649,yes,Ttc9,MGI:1916730,MP:0005378,65368
TTC9,23508,52649,yes,Ttc9,MGI:1916730,MP:0010771,65369
TTC9,23508,52649,yes,Ttc9,MGI:1916730,MP:0005387,65370
TTC9B,148014,19938,yes,Ttc9b,MGI:1920282,,65371
TTC9C,283237,18361,yes,Ttc9c,MGI:1917637,,65372
TTF1,7270,137223,yes,Ttf1,MGI:105044,,65373
TTF2,8458,37826,yes,Ttf2,MGI:1921294,,65374
TTI1,9675,40969,yes,Tti1,MGI:1922675,,65375
TTI2,80185,11836,yes,Tti2,MGI:2384576,,65376
TTK,7272,2489,yes,Ttk,MGI:1194921,MP:0005384,65377
TTK,7272,2489,yes,Ttk,MGI:1194921,MP:0005389,65378
TTL,150465,32678,yes,Ttl,MGI:1916987,MP:0005384,65379
TTL,150465,32678,yes,Ttl,MGI:1916987,MP:0010768,65380
TTL,150465,32678,yes,Ttl,MGI:1916987,MP:0003631,65381
TTL,150465,32678,yes,Ttl,MGI:1916987,MP:0005386,65382
TTL,150465,32678,yes,Ttl,MGI:1916987,MP:0005388,65383
TTLL1,25809,8174,yes,Ttll1,MGI:2443047,MP:0005377,65384
TTLL1,25809,8174,yes,Ttll1,MGI:2443047,MP:0005387,65385
TTLL1,25809,8174,yes,Ttll1,MGI:2443047,MP:0005386,65386
TTLL1,25809,8174,yes,Ttll1,MGI:2443047,MP:0005388,65387
TTLL1,25809,8174,yes,Ttll1,MGI:2443047,MP:0005378,65388
TTLL1,25809,8174,yes,Ttll1,MGI:2443047,MP:0005389,65389
TTLL1,25809,8174,yes,Ttll1,MGI:2443047,MP:0005384,65390
TTLL10,254173,51912,yes,Ttll10,MGI:1921855,MP:0005376,65391
TTLL11,158135,77534,yes,Ttll11,MGI:1921660,,65392
TTLL12,23170,9036,yes,Ttll12,MGI:3039573,,65393
TTLL13P,440307,136186,yes,Ttll13,MGI:1920845,,65394
TTLL2,83887,12917,yes,Ttll2,MGI:3644030,,65395
TTLL3,26140,134361,yes,Ttll3,MGI:2141418,MP:0005379,65396
TTLL3,26140,134361,yes,Ttll3,MGI:2141418,MP:0005376,65397
TTLL3,26140,134361,yes,Ttll3,MGI:2141418,MP:0002873,65398
TTLL3,26140,134361,yes,Ttll3,MGI:2141418,MP:0002006,65399
TTLL3,26140,134361,yes,Ttll3,MGI:2141418,MP:0005381,65400
TTLL4,9654,8764,yes,Ttll4,MGI:1914784,MP:0005378,65401
TTLL5,23093,9013,yes,Ttll5,MGI:2443657,MP:0005389,65402
TTLL5,23093,9013,yes,Ttll5,MGI:2443657,MP:0005384,65403
TTLL6,284076,18229,yes,Ttll6,MGI:2683461,MP:0005376,65404
TTLL7,79739,41578,yes,Ttll7,MGI:1918142,,65405
TTLL8,164714,52766,yes,Ttll8,MGI:1922902,,65406
TTLL9,164395,41769,yes,Ttll9,MGI:1913589,,65407
TTN,7273,130650,yes,Ttn,MGI:98864,MP:0005378,65408
TTN,7273,130650,yes,Ttn,MGI:98864,MP:0005369,65409
TTN,7273,130650,yes,Ttn,MGI:98864,MP:0005382,65410
TTN,7273,130650,yes,Ttn,MGI:98864,MP:0005384,65411
TTN,7273,130650,yes,Ttn,MGI:98864,MP:0005387,65412
TTN,7273,130650,yes,Ttn,MGI:98864,MP:0005376,65413
TTN,7273,130650,yes,Ttn,MGI:98864,MP:0005390,65414
TTN,7273,130650,yes,Ttn,MGI:98864,MP:0005380,65415
TTN,7273,130650,yes,Ttn,MGI:98864,MP:0005386,65416
TTN,7273,130650,yes,Ttn,MGI:98864,MP:0002873,65417
TTN,7273,130650,yes,Ttn,MGI:98864,MP:0010768,65418
TTN,7273,130650,yes,Ttn,MGI:98864,MP:0005385,65419
TTN,7273,130650,yes,Ttn,MGI:98864,MP:0005391,65420
TTPA,7274,37295,yes,Ttpa,MGI:1354168,MP:0003631,65421
TTPA,7274,37295,yes,Ttpa,MGI:1354168,MP:0005391,65422
TTPA,7274,37295,yes,Ttpa,MGI:1354168,MP:0005385,65423
TTPA,7274,37295,yes,Ttpa,MGI:1354168,MP:0005389,65424
TTPA,7274,37295,yes,Ttpa,MGI:1354168,MP:0005380,65425
TTPA,7274,37295,yes,Ttpa,MGI:1354168,MP:0005386,65426
TTPA,7274,37295,yes,Ttpa,MGI:1354168,MP:0005376,65427
TTPA,7274,37295,yes,Ttpa,MGI:1354168,MP:0005369,65428
TTPAL,79183,41562,yes,Ttpal,MGI:1923330,,65429
TTR,7276,317,yes,Ttr,MGI:98865,MP:0005376,65430
TTYH1,57348,10779,yes,Ttyh1,MGI:1889007,MP:0005384,65431
TTYH1,57348,10779,yes,Ttyh1,MGI:1889007,MP:0010768,65432
TTYH1,57348,10779,yes,Ttyh1,MGI:1889007,MP:0005380,65433
TTYH2,94015,41882,yes,Ttyh2,MGI:2157091,,65434
TTYH3,80727,18431,yes,Ttyh3,MGI:1925589,,65435
TUB,7275,31147,yes,Tub,MGI:2651573,MP:0005391,65436
TUB,7275,31147,yes,Tub,MGI:2651573,MP:0005377,65437
TUB,7275,31147,yes,Tub,MGI:2651573,MP:0003631,65438
TUB,7275,31147,yes,Tub,MGI:2651573,MP:0005387,65439
TUB,7275,31147,yes,Tub,MGI:2651573,MP:0005386,65440
TUB,7275,31147,yes,Tub,MGI:2651573,MP:0005370,65441
TUB,7275,31147,yes,Tub,MGI:2651573,MP:0001186,65442
TUB,7275,31147,yes,Tub,MGI:2651573,MP:0005378,65443
TUB,7275,31147,yes,Tub,MGI:2651573,MP:0005385,65444
TUB,7275,31147,yes,Tub,MGI:2651573,MP:0005384,65445
TUB,7275,31147,yes,Tub,MGI:2651573,MP:0005376,65446
TUB,7275,31147,yes,Tub,MGI:2651573,MP:0005375,65447
TUB,7275,31147,yes,Tub,MGI:2651573,MP:0005379,65448
TUBA1A,7846,68498,yes,Tuba1a,MGI:98869,MP:0005378,65449
TUBA1A,7846,68498,yes,Tuba1a,MGI:98869,MP:0005384,65450
TUBA1A,7846,68498,yes,Tuba1a,MGI:98869,MP:0005386,65451
TUBA1A,7846,68498,yes,Tuba1a,MGI:98869,MP:0003631,65452
TUBA1B,10376,134527,yes,Tuba1b,MGI:107804,,65453
TUBA1C,84790,69045,yes,Tuba1c,MGI:1095409,,65454
TUBA3E,112714,128229,yes,Tuba3a,MGI:1095406,,65455
TUBA3E,112714,128229,yes,Tuba3b,MGI:1095408,,65456
TUBA4A,7277,68496,yes,Tuba4a,MGI:1095410,,65457
TUBA8,51807,56766,yes,Tuba8,MGI:1858225,MP:0002873,65458
TUBAL3,79861,23488,yes,Tubal3,MGI:3588215,,65459
TUBB,203068,69099,yes,Tubb5,MGI:107812,MP:0003631,65460
TUBB,203068,69099,yes,Tubb5,MGI:107812,MP:0010768,65461
TUBB,203068,69099,yes,Tubb5,MGI:107812,MP:0005384,65462
TUBB,203068,69099,yes,Tubb5,MGI:107812,MP:0005378,65463
TUBB1,81027,69474,yes,Tubb1,MGI:107814,MP:0005376,65464
TUBB1,81027,69474,yes,Tubb1,MGI:107814,MP:0005397,65465
TUBB2A,7280,134314,yes,Tubb2a,MGI:107861,,65466
TUBB2B,347733,49734,yes,Tubb2b,MGI:1920960,MP:0010768,65467
TUBB2B,347733,49734,yes,Tubb2b,MGI:1920960,MP:0005389,65468
TUBB2B,347733,49734,yes,Tubb2b,MGI:1920960,MP:0005386,65469
TUBB2B,347733,49734,yes,Tubb2b,MGI:1920960,MP:0005388,65470
TUBB2B,347733,49734,yes,Tubb2b,MGI:1920960,MP:0005382,65471
TUBB2B,347733,49734,yes,Tubb2b,MGI:1920960,MP:0003631,65472
TUBB2B,347733,49734,yes,Tubb2b,MGI:1920960,MP:0005378,65473
TUBB2B,347733,49734,yes,Tubb2b,MGI:1920960,MP:0005384,65474
TUBB3,10381,68503,yes,Tubb3,MGI:107813,MP:0005384,65475
TUBB3,10381,68503,yes,Tubb3,MGI:107813,MP:0010768,65476
TUBB3,10381,68503,yes,Tubb3,MGI:107813,MP:0005388,65477
TUBB3,10381,68503,yes,Tubb3,MGI:107813,MP:0003631,65478
TUBB4A,10382,55952,yes,Tubb4a,MGI:107848,,65479
TUBB4B,10383,68504,yes,Tubb4b,MGI:1915472,,65480
TUBB6,84617,69414,yes,Tubb6,MGI:1915201,,65481
TUBD1,51174,9443,yes,Tubd1,MGI:1891826,,65482
TUBE1,51175,17762,yes,Tube1,MGI:1919174,,65483
TUBG1,7283,833,yes,Tubg1,MGI:101834,MP:0005384,65484
TUBG1,7283,833,yes,Tubg1,MGI:101834,MP:0010768,65485
TUBG1,7283,833,yes,Tubg1,MGI:101834,MP:0005380,65486
TUBG2,27175,69216,yes,Tubg2,MGI:2144208,MP:0002873,65487
TUBGCP2,10844,55980,yes,Tubgcp2,MGI:1921487,,65488
TUBGCP3,10426,4609,yes,Tubgcp3,MGI:2183752,,65489
TUBGCP4,27229,8690,yes,Tubgcp4,MGI:1196293,,65490
TUBGCP5,114791,14172,yes,Tubgcp5,MGI:2178836,,65491
TUBGCP6,85378,32477,yes,Tubgcp6,MGI:2146071,,65492
TUFM,7284,2490,yes,Tufm,MGI:1923686,,65493
TUFT1,7286,7985,yes,Tuft1,MGI:109572,MP:0005376,65494
TUFT1,7286,7985,yes,Tuft1,MGI:109572,MP:0005375,65495
TUFT1,7286,7985,yes,Tuft1,MGI:109572,MP:0005378,65496
TUFT1,7286,7985,yes,Tuft1,MGI:109572,MP:0010771,65497
TUFT1,7286,7985,yes,Tuft1,MGI:109572,MP:0005387,65498
TUFT1,7286,7985,yes,Tuft1,MGI:109572,MP:0005391,65499
TUFT1,7286,7985,yes,Tuft1,MGI:109572,MP:0005397,65500
TUG1,55000,,yes,Tug1,MGI:2144114,MP:0002873,65501
TULP1,7287,2491,yes,Tulp1,MGI:109571,MP:0005384,65502
TULP1,7287,2491,yes,Tulp1,MGI:109571,MP:0001186,65503
TULP1,7287,2491,yes,Tulp1,MGI:109571,MP:0005385,65504
TULP1,7287,2491,yes,Tulp1,MGI:109571,MP:0005391,65505
TULP1,7287,2491,yes,Tulp1,MGI:109571,MP:0003631,65506
TULP2,7288,2492,yes,Tulp2,MGI:1861600,,65507
TULP3,7289,20711,yes,Tulp3,MGI:1329045,MP:0005382,65508
TULP3,7289,20711,yes,Tulp3,MGI:1329045,MP:0005384,65509
TULP3,7289,20711,yes,Tulp3,MGI:1329045,MP:0005376,65510
TULP3,7289,20711,yes,Tulp3,MGI:1329045,MP:0005375,65511
TULP3,7289,20711,yes,Tulp3,MGI:1329045,MP:0010771,65512
TULP3,7289,20711,yes,Tulp3,MGI:1329045,MP:0010768,65513
TULP3,7289,20711,yes,Tulp3,MGI:1329045,MP:0005378,65514
TULP3,7289,20711,yes,Tulp3,MGI:1329045,MP:0005397,65515
TULP3,7289,20711,yes,Tulp3,MGI:1329045,MP:0005385,65516
TULP3,7289,20711,yes,Tulp3,MGI:1329045,MP:0005391,65517
TULP3,7289,20711,yes,Tulp3,MGI:1329045,MP:0005371,65518
TULP3,7289,20711,yes,Tulp3,MGI:1329045,MP:0003631,65519
TULP3,7289,20711,yes,Tulp3,MGI:1329045,MP:0005390,65520
TULP3,7289,20711,yes,Tulp3,MGI:1329045,MP:0005380,65521
TULP4,56995,32467,yes,Tulp4,MGI:1916092,,65522
TUNAR,100507043,,yes,Tunar,MGI:1917202,,65523
TUSC1,286319,84597,yes,Tusc1,MGI:2684283,,65524
TUSC2,11334,5264,yes,Tusc2,MGI:1931086,MP:0005378,65525
TUSC2,11334,5264,yes,Tusc2,MGI:1931086,MP:0005375,65526
TUSC2,11334,5264,yes,Tusc2,MGI:1931086,MP:0005376,65527
TUSC2,11334,5264,yes,Tusc2,MGI:1931086,MP:0010768,65528
TUSC2,11334,5264,yes,Tusc2,MGI:1931086,MP:0005397,65529
TUSC2,11334,5264,yes,Tusc2,MGI:1931086,MP:0005385,65530
TUSC2,11334,5264,yes,Tusc2,MGI:1931086,MP:0002006,65531
TUSC2,11334,5264,yes,Tusc2,MGI:1931086,MP:0005387,65532
TUSC2,11334,5264,yes,Tusc2,MGI:1931086,MP:0005367,65533
TUSC3,7991,6937,yes,Tusc3,MGI:1933134,,65534
TUT1,64852,69361,yes,Tut1,MGI:1917294,,65535
TUT4,23318,35279,yes,Tut4,MGI:2445126,MP:0010768,65536
TUT4,23318,35279,yes,Tut4,MGI:2445126,MP:0005378,65537
TUT4,23318,35279,yes,Tut4,MGI:2445126,MP:0005376,65538
TUT4,23318,35279,yes,Tut4,MGI:2445126,MP:0005384,65539
TUT7,79670,51941,yes,Tut7,MGI:2387179,,65540
TVP23A,780776,19919,yes,Tvp23a,MGI:3665441,,65541
TVP23B,51030,128511,yes,Tvp23b,MGI:1914760,,65542
TWF1,5756,48140,yes,Twf1,MGI:1100520,MP:0005376,65543
TWF1,5756,48140,yes,Twf1,MGI:1100520,MP:0005378,65544
TWF1,5756,48140,yes,Twf1,MGI:1100520,MP:0010771,65545
TWF2,11344,5272,yes,Twf2,MGI:1346078,MP:0002873,65546
TWIST1,7291,402,yes,Twist1,MGI:98872,MP:0005378,65547
TWIST1,7291,402,yes,Twist1,MGI:98872,MP:0005384,65548
TWIST1,7291,402,yes,Twist1,MGI:98872,MP:0005382,65549
TWIST1,7291,402,yes,Twist1,MGI:98872,MP:0005371,65550
TWIST1,7291,402,yes,Twist1,MGI:98872,MP:0003631,65551
TWIST1,7291,402,yes,Twist1,MGI:98872,MP:0005381,65552
TWIST1,7291,402,yes,Twist1,MGI:98872,MP:0005369,65553
TWIST1,7291,402,yes,Twist1,MGI:98872,MP:0010768,65554
TWIST1,7291,402,yes,Twist1,MGI:98872,MP:0005385,65555
TWIST1,7291,402,yes,Twist1,MGI:98872,MP:0005386,65556
TWIST1,7291,402,yes,Twist1,MGI:98872,MP:0005380,65557
TWIST1,7291,402,yes,Twist1,MGI:98872,MP:0005390,65558
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0005386,65559
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0005388,65560
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0005370,65561
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0010768,65562
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0002873,65563
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0005389,65564
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0005385,65565
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0005397,65566
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0005377,65567
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0005371,65568
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0005381,65569
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0005391,65570
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0005376,65571
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0005387,65572
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0005390,65573
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0010771,65574
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0005378,65575
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0005375,65576
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0005379,65577
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0005369,65578
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0005382,65579
TWIST2,117581,40594,yes,Twist2,MGI:104685,MP:0005384,65580
TWISTNB,221830,45411,yes,Twistnb,MGI:106292,,65581
TWNK,56652,11052,yes,Twnk,MGI:2137410,MP:0010768,65582
TWNK,56652,11052,yes,Twnk,MGI:2137410,MP:0005385,65583
TWNK,56652,11052,yes,Twnk,MGI:2137410,MP:0005380,65584
TWNK,56652,11052,yes,Twnk,MGI:2137410,MP:0005384,65585
TWSG1,57045,10774,yes,Twsg1,MGI:2137520,MP:0005378,65586
TWSG1,57045,10774,yes,Twsg1,MGI:2137520,MP:0005379,65587
TWSG1,57045,10774,yes,Twsg1,MGI:2137520,MP:0005384,65588
TWSG1,57045,10774,yes,Twsg1,MGI:2137520,MP:0005376,65589
TWSG1,57045,10774,yes,Twsg1,MGI:2137520,MP:0005391,65590
TWSG1,57045,10774,yes,Twsg1,MGI:2137520,MP:0005382,65591
TWSG1,57045,10774,yes,Twsg1,MGI:2137520,MP:0010768,65592
TWSG1,57045,10774,yes,Twsg1,MGI:2137520,MP:0005385,65593
TWSG1,57045,10774,yes,Twsg1,MGI:2137520,MP:0005397,65594
TWSG1,57045,10774,yes,Twsg1,MGI:2137520,MP:0005380,65595
TWSG1,57045,10774,yes,Twsg1,MGI:2137520,MP:0005386,65596
TWSG1,57045,10774,yes,Twsg1,MGI:2137520,MP:0005388,65597
TWSG1,57045,10774,yes,Twsg1,MGI:2137520,MP:0005387,65598
TWSG1,57045,10774,yes,Twsg1,MGI:2137520,MP:0005367,65599
TWSG1,57045,10774,yes,Twsg1,MGI:2137520,MP:0005390,65600
TWSG1,57045,10774,yes,Twsg1,MGI:2137520,MP:0005371,65601
